BAT ID,Unnamed: 0,BAT Name,CTPT Name,spec. source,FWHM narrow [km/s],err,F(OI 6300) [e-15 erg/s/cm2],err.1,F(NII red) [e-15 erg/s/cm2],err.2,F(NII total) [e-15 erg/s/cm2],err.3,F(Ha narrow) [e-15 erg/s/cm2],err.4,F(SII blue) [e-15 erg/s/cm2],err.5,F(SII red) [e-15 erg/s/cm2],err.6,F(Ha broad) [e-15 erg/s/cm2],err.7,FWHM(Ha broad) [km/s],err.8,Unnamed: 23,quality flag,6DF flag: flux calibration problem,EQW(Ha broad) [A,high z,comments,Two broad components,table,Corrected F(OI 6300) [e-15 erg/s/cm2],Corrected F(NII red) [e-15 erg/s/cm2]
537.0,1.0,,SBS 1116+518,SDSS,709.8564939,0.0,1.44,0.0320000434,8.896942985,0.2980374201,0.0,0.0,13.25027583,0.3953743805,2.220147413,0.0649807137,1.589610406,0.0508993758,226.7168745,0.1876040073,7207.828397,0.0,,2,,506.9921883,0,,,,,
550.0,,,[HB89] 1130+106,SDSS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-1,,0.0,0,,,,,
552.0,,,Mrk 739E,SDSS,869.9528573,4.691653741,-4.59,0.0513012466,81.70229664,0.9292332537,0.0,0.0,166.4023453,0.4702813441,5.854162018,0.1708834575,4.275986464,0.4587248313,258.2939767,1.467002964,5021.494157,47.49480847,,2,,135.9830285,0,,,,,
569.0,,,PKS1143-696,Palermo,268.8495049,6.44e-05,-0.77,2e-07,-2.379681084,5.78e-07,0.0,0.0,0.9901545835,1.83e-07,-1.808017096,4.8e-07,-1.808017096,4.8e-07,348.6394649,6.84e-07,3125.569987,0.0,,2,,427.8483561,0,,,,,
611.0,1.0,,Mrk 205,KPNO,711.4059762,0.0,-30.1,10.72908012,177.1721333,29.97403716,0.0,0.0,365.6290364,12.16937706,-120.0255107,0.0,15.4469095,5.195336819,0.0,0.0,0.0,0.0,,2,,0.0,0,,,,,
612.0,,,4C +04.42,SDSS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-1,,0.0,0,,,,,
613.0,1.0,,Mrk 50,SDSS,376.5207367,13.46772028,1.05,0.3785896337,5.354320333,0.5174250148,0.0,0.0,9.372835838,0.9603177983,3.291072659,0.1061477777,3.004960081,0.2825184564,519.3835104,2.394382054,3945.912419,15.3378503,,2,,326.9901244,0,,,,,
614.0,,,PG 1222+216,SDSS,0.0,0.0,-2.26,0.04703768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,0.0,0,,,,,
619.0,,,3C 273,LANDT1,0.0,0.0,-46.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,0.0,0,,,,,
631.0,,,NGC 4593,LANDT1,373.6571721,10.74227966,2.39,1.238389447,89.92303053,4.73532252,0.0,0.0,47.6211498,1.48450442,15.64748507,1.875093181,14.97399683,1.82397731,2063.276117,5.848312181,3447.510275,15.14954189,,2,,241.1003097,0,,,,,
689.0,1.0,,2MASX J13462846+1922432,SDSS,658.444646,0.0,1.36,0.17562419,10.42544869,0.1850517198,0.0,0.0,15.94660905,0.1850517198,1.614055298,0.0760524366,1.592255726,0.2904897092,180.5189237,0.8409715937,4302.529521,13.63132732,,2,,173.9436811,0,,,,,
